,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
2239,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1370, ,R4,50 WEST STREET,50B,10006,1,0,1, -  , -  ,2014,2,R4,4220646,17/04/2017 0:00
2240,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1372, ,R4,50 WEST STREET,50D,10006,1,0,1, -  , -  ,2014,2,R4,3955901,11/05/2017 0:00
2241,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1373, ,R4,50 WEST STREET,51A,10006,1,0,1, -  , -  ,2014,2,R4,4305000,05/07/2017 0:00
2242,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1374, ,R4,50 WEST STREET,51B,10006,1,0,1, -  , -  ,2014,2,R4,4388657,04/04/2017 0:00
2243,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1375, ,R4,50 WEST STREET,51C,10006,1,0,1, -  , -  ,2014,2,R4,11404400,11/08/2017 0:00
2244,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1380, ,R4,50 WEST STREET,52D,10006,1,0,1, -  , -  ,2014,2,R4,2942742,24/04/2017 0:00
2245,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1384, ,R4,50 WEST STREET,54A,10006,1,0,1, -  , -  ,2014,2,R4,4521019,07/04/2017 0:00
2246,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1385, ,R4,50 WEST STREET,54B,10006,1,0,1, -  , -  ,2014,2,R4,4302106,17/04/2017 0:00
2247,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1388, ,R4,50 WEST STREET,55A,10006,1,0,1, -  , -  ,2014,2,R4,3955901,03/05/2017 0:00
2248,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1389, ,R4,50 WEST STREET,55B,10006,1,0,1, -  , -  ,2014,2,R4,3762433,24/07/2017 0:00
2249,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1391, ,R4,50 WEST STREET,55D,10006,1,0,1, -  , -  ,2014,2,R4,2749275,24/04/2017 0:00
2250,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1394, ,R4,50 WEST STREET,PH57A,10006,1,0,1, -  , -  ,2014,2,R4,9775200,31/07/2017 0:00
2251,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1395, ,R4,50 WEST STREET,PH57B,10006,1,0,1, -  , -  ,2014,2,R4,10448221,01/08/2017 0:00
2252,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,17,1397, ,R4,50 WEST STREET,PH58B,10006,1,0,1, -  , -  ,2014,2,R4,4123912,04/08/2017 0:00
2253,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1007, ,R4,88 GREENWICH STREET,306,10006,1,0,1, -  , -  ,1956,2,R4,610000,23/03/2017 0:00
2254,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1022, ,R4,88 GREENWICH STREET,322,10006,1,0,1, -  , -  ,1956,2,R4,700000,10/11/2016 0:00
2255,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1032, ,R4,88 GREENWICH STREET,403,10006,1,0,1, -  , -  ,1956,2,R4,685000,14/04/2017 0:00
2256,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1058, ,R4,88 GREENWICH STREET,429,10006,1,0,1, -  , -  ,1956,2,R4,685000,26/10/2016 0:00
2257,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1064, ,R4,88 GREENWICH STREET,506,10006,1,0,1, -  , -  ,1956,2,R4,680000,25/01/2017 0:00
2258,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1093, ,R4,88 GREENWICH ST,606,10006,1,0,1, -  , -  ,1956,2,R4,712000,17/04/2017 0:00
2259,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1113, ,R4,88 GREENWICH STREET,626,10006,1,0,1, -  , -  ,1956,2,R4, -  ,10/02/2017 0:00
2260,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1124, ,R4,88 GREENWICH STREET,708,10006,1,0,1, -  , -  ,1956,2,R4,955000,26/01/2017 0:00
2261,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1131, ,R4,88 GREENWICH STREET,715,10006,1,0,1, -  , -  ,1956,2,R4,600000,19/04/2017 0:00
2262,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1137, ,R4,88 GREENWICH STREET,721,10006,1,0,1, -  , -  ,1956,2,R4,630000,29/11/2016 0:00
2263,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1139, ,R4,88 GREENWICH STREET,723,10006,1,0,1, -  , -  ,1956,2,R4,700000,12/12/2016 0:00
2264,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1179, ,R4,88 GREENWICH STREET,905,10006,1,0,1, -  , -  ,1956,2,R4, -  ,08/06/2017 0:00
2265,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1181, ,R4,13-21 RECTOR STREET,907,10006,1,0,1, -  , -  ,1956,2,R4, -  ,16/02/2017 0:00
2266,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1183, ,R4,88 GREENWICH STREET,909,10006,1,0,1, -  , -  ,1956,2,R4,1650000,08/06/2017 0:00
2267,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1193, ,R4,88 GREENWICH STREET,919,10006,1,0,1, -  , -  ,1956,2,R4,749000,23/09/2016 0:00
2268,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1194, ,R4,88 GREENWICH ST,920,10006,1,0,1, -  , -  ,1956,2,R4,860000,21/12/2016 0:00
2269,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1198, ,R4,88 GREENWICH STREET,924,10006,1,0,1, -  , -  ,1956,2,R4,848000,14/02/2017 0:00
2270,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1203, ,R4,88 GREENWICH STREET,1002,10006,1,0,1, -  , -  ,1956,2,R4,725000,28/04/2017 0:00
2271,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1217, ,R4,88 GREENWICH STREET,1016,10006,1,0,1, -  , -  ,1956,2,R4, -  ,21/04/2017 0:00
2272,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1242, ,R4,88 GREENWICH STREET,1114,10006,1,0,1, -  , -  ,1956,2,R4,1060000,08/06/2017 0:00
2273,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1261, ,R4,13-21 RECTOR STREET,1211,10006,1,0,1, -  , -  ,1956,2,R4,1050000,13/07/2017 0:00
2274,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1281, ,R4,88 GREENWICH STREET,1312,10006,1,0,1, -  , -  ,1956,2,R4,820000,18/05/2017 0:00
2275,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1325, ,R4,88 GREENWICH STREET,1610,10006,1,0,1, -  , -  ,1956,2,R4,1350000,16/02/2017 0:00
2276,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1326, ,R4,88 GREENWICH STREET,1611,10006,1,0,1, -  , -  ,1956,2,R4,960000,30/06/2017 0:00
2277,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1331, ,R4,88 GREENWICH STREET,1703,10006,1,0,1, -  , -  ,1956,2,R4, -  ,06/01/2017 0:00
2278,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1340, ,R4,88 GREENWICH STREET,1712,10006,1,0,1, -  , -  ,1956,2,R4,849888,27/02/2017 0:00
2279,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1358, ,R4,88 GREENWICH ST,1906,10010,1,0,1, -  , -  ,1956,2,R4, -  ,15/11/2016 0:00
2280,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1360, ,R4,88 GREENWICH STREET,1908,10006,1,0,1, -  , -  ,1956,2,R4,925000,11/08/2017 0:00
2281,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1386, ,R4,88 GREENWICH STREET,2207,10006,1,0,1, -  , -  ,1956,2,R4,1136000,29/06/2017 0:00
2282,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1392, ,R4,88 GREENWICH STREET,2306,10006,1,0,1, -  , -  ,1956,2,R4,995000,13/09/2016 0:00
2283,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1393, ,R4,88 GREENWICH STREET,2307,10006,1,0,1, -  , -  ,1956,2,R4,1100000,26/04/2017 0:00
2284,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1419, ,R4,88 GREENWICH STREET,3001,10006,1,0,1, -  , -  ,1956,2,R4,1165000,09/12/2016 0:00
2285,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1432, ,R4,88 GREENWICH STREET,3204,10006,1,0,1, -  , -  ,1956,2,R4,1170000,28/08/2017 0:00
2286,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1435, ,R4,88 GREENWICH STREET,3302,10006,1,0,1, -  , -  ,1956,2,R4,10,18/11/2016 0:00
2287,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1444, ,R4,88 GREENWICH STREET,3501,10006,1,0,1, -  , -  ,1956,2,R4, -  ,27/01/2017 0:00
2288,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1450, ,R4,88 GREENWICH STREET,PH1W,10006,1,0,1, -  , -  ,1956,2,R4,1310000,23/01/2017 0:00
2289,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1452, ,R4,88 GREENWICH STREET,PH1E,10006,1,0,1, -  , -  ,1956,2,R4,1425000,23/01/2017 0:00
2290,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,18,1453, ,R4,88 GREENWICH STREET,2903,10006,1,0,1, -  , -  ,1956,2,R4, -  ,07/12/2016 0:00
2291,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,24,1017, ,R4,40 BROAD STREET,12C,10004,1,0,1, -  , -  ,1982,2,R4,690000,10/07/2017 0:00
2292,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,24,1029, ,R4,40 BROAD STREET,14G,10004,1,0,1, -  , -  ,1982,2,R4,900000,04/11/2016 0:00
2293,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,24,1039, ,R4,40 BROAD STREET,16B,10004,1,0,1, -  , -  ,1982,2,R4, -  ,05/05/2017 0:00
2294,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,24,1056, ,R4,40 BROAD STREET,18C,10004,1,0,1, -  , -  ,1982,2,R4,691750,30/01/2017 0:00
2295,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,24,1074, ,R4,40 BROAD STREET,20FG,10004,1,0,1, -  , -  ,1982,2,R4,1640000,08/08/2017 0:00
2296,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,24,1097, ,R4,40 BROAD STREET,23G,10004,1,0,1, -  , -  ,1982,2,R4, -  ,28/03/2017 0:00
2297,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,24,1113, ,R4,40 BROAD STREET,25G,10004,1,0,1, -  , -  ,1982,2,R4,1055000,26/04/2017 0:00
2298,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,24,1117, ,R4,40 BROAD STREET,26C,10004,1,0,1, -  , -  ,1982,2,R4, -  ,20/03/2017 0:00
2299,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,24,1123, ,R4,40 BROAD STREET,27A,10004,1,0,1, -  , -  ,1982,2,R4,1200000,28/04/2017 0:00
2300,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,24,1123, ,R4,40 BROAD STREET,27A,10004,1,0,1, -  , -  ,1982,2,R4,1200000,28/04/2017 0:00
2301,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1402, ,R4,15 WILLIAM STREET,D1,10005,1,0,1, -  , -  ,2005,2,R4,1255000,28/07/2017 0:00
2302,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1406, ,R4,15 WILLIAM STREET,D5,10005,1,0,1, -  , -  ,2005,2,R4, -  ,05/10/2016 0:00
2303,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1406, ,R4,15 WILLIAM ST,D5,10005,1,0,1, -  , -  ,2005,2,R4, -  ,05/10/2016 0:00
2304,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1407, ,R4,15 WILLIAM STREET,D6,10005,1,0,1, -  , -  ,2005,2,R4, -  ,05/10/2016 0:00
2305,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1407, ,R4,15 WILLIAM ST,D6,10005,1,0,1, -  , -  ,2005,2,R4, -  ,05/10/2016 0:00
2306,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1413, ,R4,15 WILLIAM STREET,7B,10005,1,0,1, -  , -  ,2005,2,R4,1020000,15/02/2017 0:00
2307,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1419, ,R4,15 WILLIAM STREET,7H,10005,1,0,1, -  , -  ,2005,2,R4,1619017,28/03/2017 0:00
2308,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1428, ,R4,15 WILLIAM STREET,9A,10005,1,0,1, -  , -  ,2005,2,R4,1600000,11/01/2017 0:00
2309,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1434, ,R4,15 WILLIAM STREET,9G,10005,1,0,1, -  , -  ,2005,2,R4, -  ,21/09/2016 0:00
2310,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1436, ,R4,15 WILLIAM STREET,10A,10005,1,0,1, -  , -  ,2005,2,R4,1615000,16/03/2017 0:00
2311,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1449, ,R4,15 WILLIAM STREET,11F,10005,1,0,1, -  , -  ,2005,2,R4,1065000,13/03/2017 0:00
2312,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1451, ,R4,15 WILLIAM STREET,11H,10005,1,0,1, -  , -  ,2005,2,R4,1580000,01/12/2016 0:00
2313,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1452, ,R4,15 WILLIAM STREET,12A,10005,1,0,1, -  , -  ,2005,2,R4,1675000,22/09/2016 0:00
2314,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1466, ,R4,15 WILLIAM STREET,14G,10005,1,0,1, -  , -  ,2005,2,R4,1032500,28/04/2017 0:00
2315,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1473, ,R4,15 WILLIAM STREET,15F,10005,1,0,1, -  , -  ,2005,2,R4,1085000,24/04/2017 0:00
2316,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1484, ,R4,15 WILLIAM STREET,17A,10005,1,0,1, -  , -  ,2005,2,R4,1700000,14/02/2017 0:00
2317,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1485, ,R4,15 WILLIAM ST,17B,10005,1,0,1, -  , -  ,2005,2,R4,1115000,29/12/2016 0:00
2318,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1488, ,R4,15 WILLIAM STREET,17E,10005,1,0,1, -  , -  ,2005,2,R4,1850000,06/06/2017 0:00
2319,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1489, ,R4,15 WILLIAM STREET,17F,10005,1,0,1, -  , -  ,2005,2,R4,1100000,20/01/2017 0:00
2320,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1493, ,R4,15 WILLIAM STREET,18B,10005,1,0,1, -  , -  ,2005,2,R4,1150000,18/11/2016 0:00
2321,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1500, ,R4,15 WILLIAM STREET,19A,10005,1,0,1, -  , -  ,2005,2,R4,1650000,27/07/2017 0:00
2322,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1504, ,R4,15 WILLIAM STREET,19E,10005,1,0,1, -  , -  ,2005,2,R4,1940000,15/06/2017 0:00
2323,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1531, ,R4,15 WILLIAM STREET,22H,10005,1,0,1, -  , -  ,2005,2,R4,1660000,31/05/2017 0:00
2324,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1532, ,R4,15 WILLIAM STREET,23A,10005,1,0,1, -  , -  ,2005,2,R4,1920000,07/09/2016 0:00
2325,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1541, ,R4,15 WILLIAM ST,24B,10005,1,0,1, -  , -  ,2005,2,R4, -  ,24/01/2017 0:00
2326,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1551, ,R4,15 WILLIAM STREET,25D,10005,1,0,1, -  , -  ,2005,2,R4, -  ,26/05/2017 0:00
2327,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1556, ,R4,15 WILLIAM STREET,26A,10005,1,0,1, -  , -  ,2005,2,R4,1900000,10/05/2017 0:00
2328,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1559, ,R4,15 WILLIAM STREET,26D,10005,1,0,1, -  , -  ,2005,2,R4,976500,01/05/2017 0:00
2329,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1572, ,R4,15 WILLIAM STREET,28A,10005,1,0,1, -  , -  ,2005,2,R4,1900000,14/08/2017 0:00
2330,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1573, ,R4,15 WILLIAM STREET,28B,10005,1,0,1, -  , -  ,2005,2,R4,1250000,07/02/2017 0:00
2331,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1587, ,R4,15 WILLIAM STREET,29I,10005,1,0,1, -  , -  ,2005,2,R4,1750000,25/08/2017 0:00
2332,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1607, ,R4,15 WILLIAM STREET,32D,10005,1,0,1, -  , -  ,2005,2,R4,1015000,13/07/2017 0:00
2333,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1608, ,R4,15 WILLIAM STREET,32E,10005,1,0,1, -  , -  ,2005,2,R4,2020000,28/07/2017 0:00
2334,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1613, ,R4,15 WILLIAM STREET,33B,10005,1,0,1, -  , -  ,2005,2,R4,1235000,28/08/2017 0:00
2335,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1628, ,R4,15 WILLIAM STREET,35A,10005,1,0,1, -  , -  ,2005,2,R4,2050000,19/10/2016 0:00
2336,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1629, ,R4,15 WILLIAM STREET,35B,10005,1,0,1, -  , -  ,2005,2,R4,500,01/11/2016 0:00
2337,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1635, ,R4,15 WILLIAM STREET,35I,10005,1,0,1, -  , -  ,2005,2,R4,1810000,17/04/2017 0:00
2338,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1644, ,R4,15 WILLIAM STREET,37A,10005,1,0,1, -  , -  ,2005,2,R4,2075000,19/10/2016 0:00
2339,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1651, ,R4,15 WILLIAM STREET,37I,10005,1,0,1, -  , -  ,2005,2,R4,1825000,28/10/2016 0:00
2340,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1652, ,R4,15 WILLIAM STREET,38A,10005,1,0,1, -  , -  ,2005,2,R4,2100000,20/12/2016 0:00
2341,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1665, ,R4,15 WILLIAM STREET,39F,10005,1,0,1, -  , -  ,2005,2,R4,1345000,27/01/2017 0:00
2342,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1669, ,R4,15 WILLIAM STREET,40B,10005,1,0,1, -  , -  ,2005,2,R4,1365000,18/05/2017 0:00
2343,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1670, ,R4,15 WILLIAM STREET,40C,10005,1,0,1, -  , -  ,2005,2,R4,1280000,28/02/2017 0:00
2344,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1672, ,R4,15 WILLIAM STREET,40E,10005,1,0,1, -  , -  ,2005,2,R4,2200000,17/05/2017 0:00
2345,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1676, ,R4,15 WILLIAM STREET,41A,10005,1,0,1, -  , -  ,2005,2,R4,2140000,31/03/2017 0:00
2346,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1677, ,R4,15 WILLIAM STREET,41B,10005,1,0,1, -  , -  ,2005,2,R4,1295000,17/08/2017 0:00
2347,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1678, ,R4,15 WILLIAM STREET,41C,10005,1,0,1, -  , -  ,2005,2,R4,1255000,09/08/2017 0:00
2348,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1682, ,R4,15 WILLIAM STREET,41L,10005,1,0,1, -  , -  ,2005,2,R4,2644370,09/09/2016 0:00
2349,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1685, ,R4,15 WILLIAM STREET,42C,10005,1,0,1, -  , -  ,2005,2,R4,1310000,21/04/2017 0:00
2350,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1688, ,R4,15 WILLIAM STREET,42K,10005,1,0,1, -  , -  ,2005,2,R4,1660000,20/12/2016 0:00
2351,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1696, ,R4,15 WILLIAM STREET,43L,10005,1,0,1, -  , -  ,2005,2,R4,2650000,19/09/2016 0:00
2352,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1697, ,R4,15 WILLIAM STREET,44A,10005,1,0,1, -  , -  ,2005,2,R4,2155000,18/04/2017 0:00
2353,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1703, ,R4,15 WILLIAM STREET,44L,10005,1,0,1, -  , -  ,2005,2,R4,2555000,09/05/2017 0:00
2354,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1706, ,R4,15 WILLIAM STREET,45C,10005,1,0,1, -  , -  ,2005,2,R4,1350000,29/12/2016 0:00
2355,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1709, ,R4,15 WILLIAM STREET,45K,10005,1,0,1, -  , -  ,2005,2,R4,1660000,02/11/2016 0:00
2356,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1711, ,R4,15 WILLIAM STREET,46A,10005,1,0,1, -  , -  ,2005,2,R4,3340000,06/10/2016 0:00
2357,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1711, ,R4,15 WILLIAM STREET,46A,10005,1,0,1, -  , -  ,2005,2,R4,2400000,06/10/2016 0:00
2358,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1712, ,R4,15 WILLIAM STREET,46B,10005,1,0,1, -  , -  ,2005,2,R4,1420000,23/03/2017 0:00
2359,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,26,1039, ,R4,15 BROAD STREET,1206,10005,1,0,1, -  , -  ,1914,2,R4,1350000,07/12/2016 0:00
2360,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,26,1043, ,R4,15 BROAD STREET,1214,10005,1,0,1, -  , -  ,1914,2,R4,800000,30/05/2017 0:00
2361,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,26,1069, ,R4,15 BROAD STREET,1502,10005,1,0,1, -  , -  ,1914,2,R4,1150000,10/11/2016 0:00
2362,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,26,1083, ,R4,15 BROAD STREET,1600,10005,1,0,1, -  , -  ,1914,2,R4,1635000,06/07/2017 0:00
2363,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,26,1139, ,R4,15 BROAD STREET,1916,10005,1,0,1, -  , -  ,1914,2,R4,2050000,31/01/2017 0:00
2364,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,26,1148, ,R4,15 BROAD STREET,2004,10005,1,0,1, -  , -  ,1914,2,R4, -  ,09/03/2017 0:00
2365,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,26,1186, ,R4,15 BROAD STREET,2222,10005,1,0,1, -  , -  ,1914,2,R4,925000,30/12/2016 0:00
2366,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,26,1188, ,R4,15 BROAD STREET,2226,10005,1,0,1, -  , -  ,1914,2,R4,1615000,16/09/2016 0:00
2367,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,26,1233, ,R4,15 BROAD STREET,2528,10005,1,0,1, -  , -  ,1914,2,R4, -  ,22/09/2016 0:00
2368,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,26,1293, ,R4,15 BROAD STREET,3108,10005,1,0,1, -  , -  ,1914,2,R4,2537625,21/07/2017 0:00
2369,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,26,1300, ,R4,15 BROAD STREET,3200,10005,1,0,1, -  , -  ,1914,2,R4,2850000,30/09/2016 0:00
2370,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,26,1324, ,R4,15 BROAD STREET,3500,10005,1,0,1, -  , -  ,1914,2,R4,360000,19/12/2016 0:00
2371,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,26,1331, ,R4,15 BROAD STREET,3600,10005,1,0,1, -  , -  ,1914,2,R4,3550000,31/01/2017 0:00
